FECHA,DISPOSITIVO,TIEMPO DE SESION,TRAFICO DE SUBIDA,TRAFICO BAJADA,SESIONES,USUARIOS,ID ZONA,NOMBRE ZONA,MUNICIPIO
31/10/2021,34fa9f250860,55465,48,487,232,66,1642,7612208001_Valle del Cauca_Caicedonia_Parque,CAICEDONIA
31/10/2021,34fa9f248e20,36851,23,431,86,34,1674,7683408001_Valle del Cauca_TuluÃ¡_Coliseo de F,TULUÁ
31/10/2021,34fa9f247400,16061,2,45,67,24,1674,7683408001_Valle del Cauca_TuluÃ¡_Coliseo de F,TULUÁ
31/10/2021,34fa9f248ae0,14038,92,810,53,16,1683,7649708002_Obando_Villa Europa,OBANDO
31/10/2021,34fa9f247760,60035,410,3668,99,29,1683,7649708002_Obando_Villa Europa,OBANDO
31/10/2021,34fa9f2534a0,132988,577,1513,647,135,1685,7689508001_Valle del Cauca_Zarzal_Parque san,ZARZAL
31/10/2021,34fa9f247f70,155166,425,2311,648,135,1685,7689508001_Valle del Cauca_Zarzal_Parque san,ZARZAL
31/10/2021,34fa9f248b40,45848,129,2059,48,26,1686,7689208001_Valle del Cauca_Yumbo_Guadalupe,YUMBO
31/10/2021,34fa9f247020,33183,62,391,42,28,1686,7689208001_Valle del Cauca_Yumbo_Guadalupe,YUMBO
31/10/2021,8c7a151ae0d0,138677,1526,4763,308,97,1700,7689508002_Valle del Cauca_Zarzal_Parque,ZARZAL
31/10/2021,34fa9f248b50,106845,218,3413,41,36,1702,7689208003_Valle del Cauca_Yumbo_Polidepo,YUMBO
31/10/2021,34fa9f246fc0,51241,112,1887,77,27,1706,7682308002_Valle del Cauca_Toro_El Chanco,TORO
31/10/2021,34fa9f2474f0,45617,173,1534,169,31,1713,7624808002_EL CERRITO_PARQUE EL PLACER,EL CERRITO
31/10/2021,34fa9f2486d0,8849,17,34,85,23,1713,7624808002_EL CERRITO_PARQUE EL PLACER,EL CERRITO
31/10/2021,34fa9f248790,151338,317,3901,422,131,1719,7640008003_LA UNION_SAN PEDRO,LA UNION
31/10/2021,34fa9f249860,216620,625,7557,457,154,1719,7640008003_LA UNION_SAN PEDRO,LA UNION
31/10/2021,8c7a151b3df0,1301,1,20,1,1,1703,7689008002_Valle del Cauca_Yotoco_Instituto,YOTOCO
31/10/2021,34fa9f2495a0,806,2,49,3,3,1716,7640008002_LA UNION_CASA DE LA CULTURA Y ERMI,LA UNION
31/10/2021,34fa9f245e70,4169,3,23,5,5,1703,7689008002_Valle del Cauca_Yotoco_Instituto,YOTOCO
31/10/2021,34fa9f24f2b0,7189,7,160,7,4,1639,7603608002_Valle del Cauca_AndalucÃ­a_Pista At,ANDALUCÃA
31/10/2021,34fa9f24a4e0,9838,6,78,7,6,1730,7611308001_BUGALAGRANDE_PARQUE BARRIO COCICOI,BUGALAGRANDE
31/10/2021,34fa9f24fda0,4188,5,136,9,5,1639,7603608002_Valle del Cauca_AndalucÃ­a_Pista At,ANDALUCÃA
31/10/2021,34fa9f246090,37609,84,3320,12,11,1694,7631808001_Valle del Cauca_GuacarÃ­_Casa,GUACARÍ
31/10/2021,34fa9f245430,4097,300,191,13,3,1646,7623308002_Valle del Cauca_Dagua_Parque El ll,DAGUA
31/10/2021,34fa9f253130,21064,18,524,13,11,1730,7611308001_BUGALAGRANDE_PARQUE BARRIO COCICOI,BUGALAGRANDE
31/10/2021,34fa9f2470e0,13203,14,282,15,6,1716,7640008002_LA UNION_CASA DE LA CULTURA Y ERMI,LA UNION
31/10/2021,34fa9f245b20,7688,2,44,16,11,1664,7652008002_Valle del Cauca_Palmira_Parque san,PALMIRA
31/10/2021,34fa9f247060,3688,5,71,16,7,1682,7689208002_Valle del Cauca_Yumbo_IMDERTY,YUMBO
31/10/2021,8c7a151b1150,8150,23,215,17,12,1635,7614708003_Valle del Cauca_Cartago_casa del v,CARTAGO
